id,name,author,slug,published,created,modified,path,comments,game_position,ludum_dare_version,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
252823,Fallumns,12262,fallumns,2021-04-27T01:40:54Z,2021-04-27T01:38:19Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/fallumns,74,1,48,75.755635144573,16,29.125,59.142857142857,4.621,1,4.5,6,4.44,15,4.474,29,4.207,315,,,3.88,153,4.134,201,-48.177501899035
234282,Below the Ocean,80860,below-the-ocean,2021-04-27T00:45:44Z,2021-03-04T19:33:03Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/below-the-ocean,209,2,48,97.72410142846,171,95.5,178.71428571429,4.613,2,4.582,2,4.458,10,4.232,146,4.517,79,4.452,18,,,4.534,21,-41.311327046175
243823,The Space Between Us,54550,jam-a-llamas-game-ldjam-48,2021-04-27T00:49:23Z,2021-04-23T14:51:19Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/jam-a-llamas-game-ldjam-48,33,3,48,129.29198703109,56,56,34.5,4.606,3,4.5,6,3.938,190,3.818,682,4.848,1,4.719,1,4.516,9,4.682,4,1.1834731470275
240874,TAILSPIN!,181480,tailspin,2021-04-27T00:32:09Z,2021-04-21T01:04:40Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/tailspin,56,4,48,65.016377456295,37,33.5,80.25,4.494,4,4.481,9,3.9,221,4,406,4.679,23,4.369,38,3.399,400,4.08,237,-36.180345282449
251937,Boombox,5221,boombox,2021-04-27T00:33:26Z,2021-04-26T22:29:32Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/boombox,97,5,48,100,135,175.125,117.85714285714,4.487,5,4.513,5,4.353,35,4.189,179,4.727,14,,,3.76,199,4.168,171,-29.655551107851
252062,DEEP GOLF,223588,deep-golf-1,2021-04-27T00:07:55Z,2021-04-26T23:06:29Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deep-golf-1,26,6,48,65.295986794541,21,13.75,33.25,4.484,6,4.672,1,3.75,337,4.031,366,4.313,212,4.531,7,3.135,555,4.188,151,-16.463078425243
244825,Crust,219252,crust,2021-04-27T01:06:09Z,2021-04-23T20:49:40Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/crust,79,7,48,107.49180052212,140,90.125,90.285714285714,4.483,7,4.27,37,4.017,145,4.176,192,4.685,22,4.594,3,,,4.59,7,-16.526406959632
246841,Autumn Hike,56661,autumn-hike,2021-04-26T21:14:56Z,2021-04-24T08:12:28Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/autumn-hike,48,8,48,92.98541933877,42,49.5,58.25,4.455,8,4.339,23,4.527,6,4.679,2,4.36,172,4.175,99,4.232,53,4.286,99,-23.645828442907
233395,Dome Romantik,12833,dome-romantik,2021-04-27T00:53:22Z,2021-02-10T09:28:58Z,2023-08-31T09:48:21Z,/events/ludum-dare/48/dome-romantik,177,9,48,54.543560573179,36,29.75,277.83333333333,4.435,9,4.275,35,3.989,160,4.397,50,4.582,56,,,,,4.442,51,-66.9346312813
250827,Gecko Dive,250825,gecko-dive,2021-04-26T13:37:12Z,2021-04-26T13:01:05Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/gecko-dive,48,10,48,90.442110108615,69,45.5,56.625,4.43,10,4.272,36,3.893,231,3.446,1171,4.614,43,3.991,187,2.83,783,4.173,166,-8.1114979896518
242524,Tripus's Very Deep Adventure,16712,tripuss-very-deep-adventure,2021-04-26T22:40:17Z,2021-04-22T19:29:02Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/tripuss-very-deep-adventure,43,11,48,127.29642399551,48,55.5,35.25,4.426,11,4.441,13,4.029,135,3.912,544,4.182,338,4.5,10,3.984,117,3.969,335,3.0157507275426
238301,Abyssonaut,8851,abyssonaut,2021-04-26T22:54:18Z,2021-04-15T04:08:09Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/abyssonaut,64,12,48,64.271156043769,33,32.375,79.375,4.413,12,4.231,46,4.206,63,4.338,73,4.654,31,4.392,31,2.871,762,4.432,53,-38.898990733922
250427,Beepo's Shop,250426,beepos-shop,2021-04-26T10:20:57Z,2021-04-26T04:50:45Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/beepos-shop,51,13,48,142.67527500128,138,114.5,57.285714285714,4.404,13,4.412,15,3.759,334,4.377,63,4.237,294,,,2.917,718,4.073,243,1.3453519465684
252003,Aquanaut,172963,aquanaut,2021-04-26T23:05:49Z,2021-04-26T22:50:31Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/aquanaut,46,14,48,119.92796191624,37,58.25,41.5,4.4,14,4.238,42,3.638,439,4.375,64,4.575,58,4.1,130,3.389,406,4.263,108,-10.154081024086
250392,Deepest Sword,8735,deepest-sword,2021-04-26T11:26:04Z,2021-04-26T04:07:17Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deepest-sword,472,15,48,54.658027772689,54,29.875,1000.375,4.395,15,4.11,84,4.385,26,4.259,128,4.591,55,4.105,126,4.215,56,4.165,175,-80.003570472223
240721,Tooth Toss,14436,tooth-toss,2021-04-27T01:42:59Z,2021-04-20T19:46:40Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/tooth-toss,31,16,48,54.381219857325,6,12.125,42,4.378,16,4.524,4,4.22,61,3.268,1363,4.366,170,4.388,34,3.671,242,4.188,151,-40.691974738109
251158,6 Feet Under,143796,6-feet-under,2021-04-26T23:49:34Z,2021-04-26T17:11:59Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/6-feet-under,175,17,48,100,77,143.625,251.75,4.375,17,4.175,64,4.416,21,4.261,126,4.542,65,4.392,31,3.509,329,4.263,108,-54.919087199177
240079,Trail Of Pigs,237302,trail-of-pigs,2021-04-27T00:04:13Z,2021-04-19T22:05:57Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/trail-of-pigs,16,18,48,34.347857005916,1,2.625,26.571428571429,4.36,18,4.18,62,4.146,80,3.125,1497,4.64,34,4.396,29,,,4.5,27,-66.333700988686
250840,SeaSnap,166971,seasnap,2021-04-26T23:58:52Z,2021-04-26T13:12:44Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/seasnap,23,18,48,142.7747014867,29,46.375,27.142857142857,4.36,18,4.1,88,4.14,82,4.16,207,4.46,106,4.208,76,,,4.44,52,3.3045721414256
242150,We Have to Go Deeper!,81421,we-have-to-go-deeper,2021-04-27T01:31:19Z,2021-04-22T14:21:36Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/we-have-to-go-deeper,67,20,48,59.789048783129,45,29,82.125,4.358,20,3.988,159,3.594,478,4.383,61,4.838,2,4.204,79,3.838,165,4.2,141,-34.014119467812
252233,Going Down in Fishstory,129607,down-in-fishstory,2021-04-27T00:56:13Z,2021-04-26T23:54:09Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/down-in-fishstory,91,21,48,39.210967853395,41,15.375,146.875,4.355,21,4.147,72,3.514,575,4.288,105,4.651,32,4.339,42,3.939,131,4.288,98,-53.597992252792
244129,Deep Investigation,182773,deep-investigation,2021-04-27T00:36:24Z,2021-04-23T17:08:21Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deep-investigation,34,22,48,111.63739522163,3,52.5,49.285714285714,4.351,22,4.287,32,3.606,465,3.617,959,4.617,42,,,4.615,4,4.585,8,-43.279014509742
247843,P̢querette Down the Bunburrow,221101,paquerette-down-the-bunburrow,2021-04-27T00:54:01Z,2021-04-24T18:38:38Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/paquerette-down-the-bunburrow,84,23,48,64.51743950282,60,41.625,102.125,4.347,23,4.297,29,4.035,133,3.955,479,4.485,89,4.361,39,3.876,154,4.086,231,-35.337919388644
245148,Sleepie Cookie Eatie,48706,sleepie-cookie-eatie,2021-04-27T01:19:13Z,2021-04-23T22:15:19Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/sleepie-cookie-eatie,40,24,48,75.128755459592,50,27.375,49.5,4.34,24,4.302,28,4.01,149,4.396,51,4.602,47,4.554,5,3.556,304,3.888,410,-11.43851144599
240786,Palette's Bottomless Backpack,240782,palettes-bottomless-backpack,2021-04-27T00:51:45Z,2021-04-20T21:41:13Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/palettes-bottomless-backpack,24,25,48,82.669044111272,16,17,25.875,4.333,25,4.313,27,4.479,9,4.688,1,4.313,212,4.042,159,4.625,3,4.37,62,-7.4897868617539
242257,improbability engine,817,improbability-engine,2021-04-27T00:51:58Z,2021-04-22T15:53:19Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/improbability-engine,22,25,48,77.723584782222,1,22.125,37.625,4.333,25,4.042,112,4.23,56,4.149,217,4.597,51,3.629,515,3.364,418,4.229,125,-35.815879464593
250730,Underneath,218278,underneath,2021-04-27T00:53:03Z,2021-04-26T11:19:41Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/underneath,47,27,48,52.264272310304,2,21.75,80.625,4.325,27,4.281,33,3.869,252,3.419,1204,4.463,100,4.119,116,3.19,520,4.013,295,-55.452316288824
252710,Chess Hellevator,4894,chess-hellevator,2021-04-27T01:28:26Z,2021-04-27T01:13:19Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/chess-hellevator,50,28,48,119.59945361091,127,97.625,69.25,4.324,28,4.419,14,4.515,7,3.772,744,3.868,680,3.784,349,3.641,254,3.97,333,-5.1499088435465
250916,Asteroid Breaker,101641,asteroid-breaker,2021-04-26T20:24:50Z,2021-04-26T14:44:48Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/asteroid-breaker,23,29,48,148.81832096677,35,49,30.833333333333,4.321,29,4.321,25,4,153,4.446,36,4.308,220,4.071,150,2.5,,4.75,,1.8446877629458
235752,Blackout,188483,blackout,2021-04-27T01:31:21Z,2021-03-31T10:59:08Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/blackout,261,30,48,100,216,150.875,398.625,4.319,30,3.981,166,3.31,796,3.198,1436,4.663,28,4.497,13,4.159,67,4.465,43,-61.93595460327
251452,Deep Down 2,78208,deep-down-2,2021-04-26T19:37:58Z,2021-04-26T19:36:45Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deep-down-2,37,31,48,18.946618668627,1,0.875,33.833333333333,4.313,31,4.453,11,3.766,325,3.531,1061,4.344,184,3.887,272,,,,,-80.132014644024
244925,Deep Cover,138827,deep-cover-2,2021-04-27T01:34:24Z,2021-04-23T21:17:36Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deep-cover-2,37,32,48,124.43420336765,103,84,55.25,4.306,32,4.204,57,4.065,114,4.139,231,4.546,63,4.296,57,4.245,50,4.34,77,1.7770393411588
243807,Descendants,36785,descendants,2021-04-26T20:18:58Z,2021-04-23T14:45:01Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/descendants,48,33,48,98.315162216814,90,50.625,61,4.305,33,4.017,137,3.975,166,4.195,175,4.432,119,4.237,71,,,4.5,27,-4.6537410754408
239566,Abyss Asylum,79181,abyssasylum,2021-04-27T00:43:54Z,2021-04-19T07:20:34Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/abyssasylum,33,34,48,45.291081365784,11,6,40.333333333333,4.303,34,4,145,3.776,315,4.526,12,4.75,11,,,,,4.684,3,-46.930926797124
244559,Magic Frontier,79632,magic-frontier,2021-04-25T22:01:33Z,2021-04-23T19:26:52Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/magic-frontier,50,35,48,91.739171841249,56,44.5,61.571428571429,4.29,35,4.484,8,4.177,68,3.131,1495,4.294,234,,,2.688,894,4.068,247,-18.709638075463
244262,Mine Shaft,237538,mine-shaft,2021-04-27T00:48:29Z,2021-04-23T17:56:13Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/mine-shaft,20,36,48,81.411958438206,12,21.375,33.25,4.288,36,4.359,21,4.636,3,4.485,25,3.859,690,3.797,342,3.889,147,4,297,-21.118936225338
249762,Far Gone,9508,far-gone,2021-04-26T00:17:13Z,2021-04-25T22:34:51Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/far-gone,53,36,48,93.632917756904,103,56,64.875,4.288,36,3.46,732,3.877,245,3.636,929,4.348,180,4.254,66,2.872,760,4.545,14,-5.8798477134704
243601,Eldritch Depths,14061,eldritch-depths,2021-04-26T23:35:31Z,2021-04-23T13:12:45Z,2024-10-04T19:59:59Z,/events/ludum-dare/48/eldritch-depths,20,38,48,100.93025258985,40,27.25,31.714285714286,4.283,38,4.367,20,3.862,258,3.917,535,4.15,370,3.967,209,,,4.207,136,1.8889392044268
251638,Bulldozer By The Sea,56275,bulldozer-by-the-sea,2021-04-26T21:21:25Z,2021-04-26T20:52:41Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/bulldozer-by-the-sea,30,39,48,80.738908408883,58,23.875,43,4.28,39,4.268,38,4.366,31,3.951,483,4.232,297,4.659,2,4.366,21,,,-2.725308577216
233893,The Void,40622,ludum-dare-48-game,2021-04-27T01:05:09Z,2021-02-21T23:03:21Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/ludum-dare-48-game,31,40,48,102.82884075882,21,32.25,36,4.279,40,4,145,3.662,413,4.485,25,4.576,57,,,3.574,294,4.515,25,-16.982580792391
247544,DeepO,57217,deepo,2021-04-27T01:59:26Z,2021-04-24T15:30:26Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/deepo,43,41,48,111.2101075545,36,55.5,45.875,4.278,41,4.217,54,4.043,130,4.185,184,4.337,187,3.92,243,2.985,662,4.17,169,-18.247053240892
245153,Depths of Darvaza ,9110,depths-of-darvaza,2021-04-27T01:07:25Z,2021-04-23T22:16:37Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/depths-of-darvaza,50,42,48,112.15930699201,70,54.25,44.125,4.274,42,4.024,125,3.25,870,3.988,428,4.535,67,4.535,6,4.28,38,4.274,105,1.9294382875251
242698,Oceanwork,218926,oceanwork,2021-04-27T01:45:00Z,2021-04-22T21:45:30Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/oceanwork,58,43,48,26.466641112681,6,3.625,70.333333333333,4.272,43,3.846,260,3.652,422,4.442,38,4.544,64,4.199,83,,,,,-69.943235521615
238423,THE PIT,2885,the-pit-5,2021-04-27T02:08:25Z,2021-04-15T14:42:36Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/the-pit-5,45,44,48,48.553212547361,15,7.75,33.875,4.271,44,4.448,12,3.719,364,4.271,118,4.265,262,3.567,582,3.714,,4.176,164,-32.904210128726
248949,Shire Story (Underground Edition),171940,shire-story-underground-edition,2021-04-26T23:08:56Z,2021-04-25T13:20:12Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/shire-story-underground-edition,27,44,48,122.74277768441,40,28.625,26.666666666667,4.271,44,4.14,73,3.74,346,3.88,595,4.52,75,,,,,4.083,232,-0.93898793092447
235196,Explory Story,184912,explory-story,2021-04-27T00:43:02Z,2021-03-23T07:30:25Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/explory-story,42,46,48,100.30075255877,53,41.75,42.5,4.268,46,4.113,83,4.817,1,3.78,737,4.378,158,4.207,77,4.325,25,4.5,27,-5.0171640219414
234394,Far Side of the Mirror,1883,far-side-of-the-mirror,2021-04-27T01:37:45Z,2021-03-07T09:21:58Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/far-side-of-the-mirror,51,47,48,104.54775252553,90,64.625,60.125,4.267,47,3.647,477,3.483,601,3.64,920,4.381,151,4.492,14,3.86,159,4.525,22,-5.1020099379147
249346,20.000 LIGHT YEARS deep in THE SKY,151968,20-000-light-years-deep-in-the-sky,2021-04-26T19:38:51Z,2021-04-25T18:35:09Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/20-000-light-years-deep-in-the-sky,160,48,48,98.678771779953,149,97.375,212.625,4.265,48,3.813,293,3.964,175,4.024,378,4.689,20,4.498,12,4.09,84,4.252,117,-46.562430252526
235037,Agent In Depth,180524,agent-in-depth,2021-04-27T01:19:55Z,2021-03-20T19:04:55Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/agent-in-depth,42,49,48,53.703003074176,14,11.5,40.875,4.263,49,4.288,31,3.768,324,3.39,1236,4.463,100,4.293,59,2.704,888,4.2,141,-35.065231065906
240902,The Elevator,240900,the-elevator,2021-04-26T22:37:34Z,2021-04-21T02:33:51Z,2023-05-19T04:38:20Z,/events/ludum-dare/48/the-elevator,22,50,48,96.295001286294,3,31.875,35.375,4.258,50,3.788,315,3.868,253,4.647,4,4.647,33,4.409,26,3.985,116,4.485,36,-32.181837713718
